,nome,email,telefone,cpf,cpf_validado,cnpj,cnpj_validado,cep,data,valor,url
518,"[['Helena Carvalho'], 'Helena Carvalho']","[['q_bp1u2@example.com'], 'q_bp1u2@example.com']","[[], None]","[['897.293.190-06'], '897.293.190-06']",True,"[['85.540.574/4870-63'], '85.540.574/4870-63']",True,"[[], None]","[[('26', '07', '2006')], '26/07/2006']","[[], None]","[['http://site.org/zjdâ3ky/ph8x6v'], 'http://site.org/zjdâ3ky/ph8x6v']"
519,"[['Igor Lima'], 'Igor Lima']","[['w5.@dominio.org'], 'w5.@dominio.org']","[['1597-7670'], '1597-7670']","[['758.134.344-88'], '758.134.344-88']",True,"[['62.369.663/7861-63'], '62.369.663/7861-63']",True,"[[], None]","[[], None]","[[], None]","[['https://exemplo.com/vlj39h/zjq9'], 'https://exemplo.com/vlj39h/zjq9']"
520,"[['Gabriel Silva'], 'Gabriel Silva']","[['2zbmfc423@empresa.com.br'], '2zbmfc423@empresa.com.br']","[[], None]","[[], None]",False,"[['57.988.027/2099-72'], '57.988.027/2099-72']",True,"[[], None]","[[('22', '06', '2004')], '22/06/2004']","[[], None]","[[], None]"
521,"[['Y  asmin Ribeiro'], 'Y  asmin Ribeiro']","[['u++01@mail.com'], 'u++01@mail.com']","[['6410-2205'], '6410-2205']","[['348.786.480-10'], '348.786.480-10']",False,"[['44.444.444/4444-44'], '44.444.444/4444-44']",False,"[[], None]","[[('05', '01', '2006')], '05/01/2006']","[['R$ 1236.00'], 'R$ 1236.00']","[[], None]"
522,"[['Gabrieln Perira'], 'Gabrieln Perira']","[['lj7bal@outlook.com'], 'lj7bal@outlook.com']","[[], None]","[['666.666.666-66'], '666.666.666-66']",False,"[['31.417.336/1239-30'], '31.417.336/1239-30']",True,"[[], None]","[[('7', '02', '2017')], '7/02/2017']","[['R$ 429,90'], 'R$ 429,90']","[[], None]"
523,"[['João Carrvalho'], 'João Carrvalho']","[['8b6-ng@dominio.org'], '8b6-ng@dominio.org']","[[], None]","[[], None]",False,"[['05.668.073/5267-08'], '05.668.073/5267-08']",True,"[[], None]","[[], None]","[['4967.30'], '4967.30']","[[], None]"
524,"[['João Oliveira'], 'João Oliveira']","[['848llu@empresa.com.br'], '848llu@empresa.com.br']","[[], None]","[['709.978.506-04'], '709.978.506-04']",True,"[[], None]",False,"[['98742233'], '98742233']","[[('20', '11', '2012')], '20/11/2012']","[['1,954.71'], '1,954.71']","[['https://exemplo.com/f3u/x3eef2'], 'https://exemplo.com/f3u/x3eef2']"
525,"[['Talita Sil'], 'Talita Sil']","[['s+4kr7pju+u@dominio.org'], 's+4kr7pju+u@dominio.org']","[[], None]","[[], None]",False,"[['88.888.888/8888-88'], '88.888.888/8888-88']",False,"[['56892-924'], '56892-924']","[[('15', '04', '2026')], '15/04/2026']","[[], None]","[['http://ste.org/2wemfu/0m151'], 'http://ste.org/2wemfu/0m151']"
526,"[['Daniel MMartins'], 'Daniel MMartins']","[['i1fz-e3q.@ufc.br'], 'i1fz-e3q.@ufc.br']","[['3364-0976'], '3364-0976']","[['452.279.180-55'], '452.279.180-55']",False,"[['00.688.730/2962-20'], '00.688.730/2962-20']",True,"[[], None]","[[('26', '05', '2201')], '26/05/2201']","[['R$ 2.552,83'], 'R$ 2.552,83']","[[], None]"
527,"[['Talixta Silva'], 'Talixta Silva']","[['mq.4@dominio.org'], 'mq.4@dominio.org']","[['(21) 1967-6475'], '(21) 1967-6475']","[['933.678.358-03'], '933.678.358-03']",True,"[['44.908.681/3823-56'], '44.908.681/3823-56']",False,"[[], None]","[[('4', '06', '2007')], '4/06/2007']","[['R$ 4052.53'], 'R$ 4052.53']","[['http://site.org/az4535'], 'http://site.org/az4535']"
528,"[['Y  Yasmin Oliveira'], 'Y  Yasmin Oliveira']","[[], None]","[[], None]","[['273.801.658-87'], '273.801.658-87']",True,"[[], None]",False,"[['29622923'], '29622923']","[[], None]","[['R$193.58'], 'R$193.58']","[[], None]"
529,"[['Carlos Almeida'], 'Carlos Almeida']","[['ri1pn1f9_g@empresa.com.br'], 'ri1pn1f9_g@empresa.com.br']","[[], None]","[['965.727.287-49'], '965.727.287-49']",True,"[['41.476.238/0267-09'], '41.476.238/0267-09']",False,"[[], None]","[[('2', '12', '2008')], '2/12/2008']","[[' 2697.18'], ' 2697.18']","[['http://data.ufc.br/k26/ent/jc15p8'], 'http://data.ufc.br/k26/ent/jc15p8']"
530,"[['Helena Rodrigues'], 'Helena Rodrigues']","[['8f.i5@mail.com'], '8f.i5@mail.com']","[[], None]","[['482.775.947-20'], '482.775.947-20']",True,"[['70.192.467/5957-63'], '70.192.467/5957-63']",True,"[[], None]","[[('8', '11', '2018')], '8/11/2018']","[[' 1045.67'], ' 1045.67']","[['https://empresa.com.br//sj9g/rvp8qu'], 'https://empresa.com.br//sj9g/rvp8qu']"
531,"[['R  afaela Gomes'], 'R  afaela Gomes']","[['gm1bcc8r@mail.com'], 'gm1bcc8r@mail.com']","[['(41) 99165-1680'], '(41) 99165-1680']","[['380.063.993-95'], '380.063.993-95']",True,"[[], None]",False,"[[], None]","[[], None]","[['R$ 500,48'], 'R$ 500,48']","[[], None]"
532,"[['Beatriz Pereira'], 'Beatriz Pereira']","[['nzn4ub@dominio.org'], 'nzn4ub@dominio.org']","[[], None]","[[], None]",False,"[[], None]",False,"[[], None]","[[], None]","[['4.51'], '4.51']","[[], None]"
533,"[['R  afaela Costa'], 'R  afaela Costa']","[['aawow-0i50pa@example.com'], 'aawow-0i50pa@example.com']","[['(71) 94143-1401'], '(71) 94143-1401']","[[], None]",False,"[['48.813.914/2037-16'], '48.813.914/2037-16']",True,"[[], None]","[[('24', '01', '2009')], '24/01/2009']","[['22206.06'], '22206.06']","[[], None]"
534,"[['B  eatriz Limaax'], 'B  eatriz Limaax']","[['rygg2ouozd@dominio.org'], 'rygg2ouozd@dominio.org']","[['(85) 92325-8699'], '(85) 92325-8699']","[[], None]",False,"[['60.287.007/1106-99'], '60.287.007/1106-99']",True,"[['00881-484'], '00881-484']","[[('8', '05', '2017')], '8/05/2017']","[['865.87'], '865.87']","[['https://contato..me/elr/j0d1'], 'https://contato..me/elr/j0d1']"
535,"[['Eduardo Moura'], 'Eduardo Moura']","[['0lfpjrv@ufc.br'], '0lfpjrv@ufc.br']","[[], None]","[['123.141.421-95'], '123.141.421-95']",True,"[[], None]",False,"[['15949-283'], '15949-283']","[[('4', '03', '2023')], '4/03/2023']","[[' 2530.85'], ' 2530.85']","[[], None]"
536,"[['Fernanda Martin'], 'Fernanda Martin']","[['5t+k9e74eeem@gmail.com'], '5t+k9e74eeem@gmail.com']","[['(81) 99103-0379'], '(81) 99103-0379']","[[], None]",False,"[['06.454.783/9904-70'], '06.454.783/9904-70']",True,"[[], None]","[[], None]","[['R$ 2.426,22'], 'R$ 2.426,22']","[['http://site.org/bu42/fsaypjz/cws'], 'http://site.org/bu42/fsaypjz/cws']"
537,"[['Paulo jRodrigues'], 'Paulo jRodrigues']","[[], None]","[['(11) 9657-6778'], '(11) 9657-6778']","[['238.222.353-30'], '238.222.353-30']",False,"[['72.705.925/0188-62'], '72.705.925/0188-62']",True,"[[], None]","[[('4', '12', '2017')], '4/12/2017']","[['R$28722.76'], 'R$28722.76']","[['https://empresa.com.br/68yw2t/pz3b1e5'], 'https://empresa.com.br/68yw2t/pz3b1e5']"
538,"[['Ana Sila'], 'Ana Sila']","[['u9.6f6s@empresa.com.br'], 'u9.6f6s@empresa.com.br']","[['(71) 9685-2007'], '(71) 9685-2007']","[[], None]",False,"[['22.869.529/3821-03'], '22.869.529/3821-03']",True,"[['59013-257'], '59013-257']","[[], None]","[['R$ 2.983,58'], 'R$ 2.983,58']","[['http://site..org/jjrnblv/u679xu2'], 'http://site..org/jjrnblv/u679xu2']"
539,"[['Viníciuss Souza'], 'Viníciuss Souza']","[[], None]","[[], None]","[['037.354.053-34'], '037.354.053-34']",False,"[['64.785.060/9337-19'], '64.785.060/9337-19']",False,"[[], None]","[[], None]","[['R$ 4.204,09'], 'R$ 4.204,09']","[['http://site.org/62ubt3/azl'], 'http://site.org/62ubt3/azl']"
540,"[['T  alita Carvalho'], 'T  alita Carvalho']","[['uohuuci3sp.p@ufc.br'], 'uohuuci3sp.p@ufc.br']","[[], None]","[[], None]",False,"[[], None]",False,"[['09333020'], '09333020']","[[], None]","[['980,29'], '980,29']","[['https://empresa.com.br/6svk/hnq36u2'], 'https://empresa.com.br/6svk/hnq36u2']"
541,"[['Iggor Rodrigues'], 'Iggor Rodrigues']","[['0f9c@ewmppresa.com.r'], '0f9c@ewmppresa.com.r']","[['8915-5939'], '8915-5939']","[[], None]",False,"[['35.924.440/7655-56'], '35.924.440/7655-56']",False,"[['97751425'], '97751425']","[[('21', '04', '2022')], '21/04/2022']","[['R$ 2436.75'], 'R$ 2436.75']","[['http://dataufzc.br/kam'], 'http://dataufzc.br/kam']"
542,"[['João Souza'], 'João Souza']","[['5wxevz-7o@emprnesa.com.br'], '5wxevz-7o@emprnesa.com.br']","[[], None]","[[], None]",False,"[[], None]",False,"[[], None]","[[('8', '05', '2003')], '8/05/2003']","[['2843.38'], '2843.38']","[['https://emppresa.com.br/agxw6r'], 'https://emppresa.com.br/agxw6r']"
543,"[['îFernanda Pereira'], 'îFernanda Pereira']","[[], None]","[['9846-8519'], '9846-8519']","[[], None]",False,"[['27.481.873/1785-20'], '27.481.873/1785-20']",True,"[[], None]","[[('18', '03', '2007')], '18/03/2007']","[['R$ 1.575,20'], 'R$ 1.575,20']","[['http://data.ufc.br/ohz/ci6/ggg'], 'http://data.ufc.br/ohz/ci6/ggg']"
544,"[['Letícia Ribeiro'], 'Letícia Ribeiro']","[[], None]","[[], None]","[[], None]",False,"[[], None]",False,"[['92887-005'], '92887-005']","[[('4', '3', '2202')], '4/3/2202']","[['R$ 4208.24'], 'R$ 4208.24']","[['http://data.ufc.br/zh66lgeq/9r6'], 'http://data.ufc.br/zh66lgeq/9r6']"
545,"[['Ana Costa'], 'Ana Costa']","[[], None]","[['(31) 97140-0464'], '(31) 97140-0464']","[['717.685.384-33'], '717.685.384-33']",True,"[['08.477.279/7280-15'], '08.477.279/7280-15']",True,"[['87981-736'], '87981-736']","[[], None]","[[], None]","[[], None]"
546,"[['Carlos Rodrigöes'], 'Carlos Rodrigöes']","[[], None]","[['(89) 94886-9546'], '(89) 94886-9546']","[[], None]",False,"[[], None]",False,"[[], None]","[[], None]","[['  080.53'], '  080.53']","[['http://data.ufcbr/v0i4q/noth/8psp'], 'http://data.ufcbr/v0i4q/noth/8psp']"
547,"[['V  inícius Almeida'], 'V  inícius Almeida']","[['aplldik@mail.com'], 'aplldik@mail.com']","[[], None]","[['222.222.222-22'], '222.222.222-22']",False,"[['54.312.467/4009-78'], '54.312.467/4009-78']",True,"[[], None]","[[('27', '07', '2003')], '27/07/2003']","[['R$ 3.886,55'], 'R$ 3.886,55']","[[], None]"
548,"[['Gabiel Almeida'], 'Gabiel Almeida']","[[], None]","[[], None]","[['888.888.888-88'], '888.888.888-88']",False,"[[], None]",False,"[['10417628'], '10417628']","[[('9', '9', '2004')], '9/9/2004']","[[' 3741.59'], ' 3741.59']","[[], None]"
549,"[['Ana Lima'], 'Ana Lima']","[['y31xe5@empresa.com.b'], 'y31xe5@empresa.com.b']","[[], None]","[['753.291.236-15'], '753.291.236-15']",True,"[['44.149.300/1590-55'], '44.149.300/1590-55']",True,"[[], None]","[[('9', '12', '2001')], '9/12/2001']","[['1211.36'], '1211.36']","[['https://exemplo.com/dsrbz0t/0xev3'], 'https://exemplo.com/dsrbz0t/0xev3']"
550,"[['Natan Soyuza'], 'Natan Soyuza']","[['_s9eu3u7hbce@gmal.com'], '_s9eu3u7hbce@gmal.com']","[['1178-3225'], '1178-3225']","[['475.124.573-24'], '475.124.573-24']",True,"[['84.800.203/2870-01'], '84.800.203/2870-01']",True,"[['91555732'], '91555732']","[[], None]","[['4,098.98'], '4,098.98']","[['http://site.org/z77n/dfirr'], 'http://site.org/z77n/dfirr']"
551,"[['HelenaLima'], 'HelenaLima']","[[], None]","[['(92) 3223-2354'], '(92) 3223-2354']","[[], None]",False,"[[], None]",False,"[['37453-656'], '37453-656']","[[], None]","[['539,77'], '539,77']","[['https://contato.me/6kqu/ylko5jr'], 'https://contato.me/6kqu/ylko5jr']"
552,"[['Olívia artins'], 'Olívia artins']","[['-mdcut2zr@outook.com'], '-mdcut2zr@outook.com']","[['(95) 1782-7297'], '(95) 1782-7297']","[[], None]",False,"[[], None]",False,"[[], None]","[[('17', '01', '2018')], '17/01/2018']","[['  711.48'], '  711.48']","[['https://empresa.com.bbr/hlr/san'], 'https://empresa.com.bbr/hlr/san']"
553,"[['Rafaela'], 'Rafaela']","[[], None]","[['(92) 95129-9866'], '(92) 95129-9866']","[['402.291.332-23'], '402.291.332-23']",False,"[['39.219.165/8064-07'], '39.219.165/8064-07']",True,"[[], None]","[[], None]","[['R$ 438.11'], 'R$ 438.11']","[['https://contato.me/54o/98v'], 'https://contato.me/54o/98v']"
554,"[['Leícia Silva'], 'Leícia Silva']","[['rlo80e@mail.com'], 'rlo80e@mail.com']","[[], None]","[[], None]",False,"[['10.119.050/4428-31'], '10.119.050/4428-31']",True,"[[], None]","[[('30', '09', '2024')], '30/09/2024']","[['3413.82'], '3413.82']","[['https://exemplo.com/iu8qw5i/dxxch'], 'https://exemplo.com/iu8qw5i/dxxch']"
555,"[['João Carvalho'], 'João Carvalho']","[['_qwp-nrfgln0@mail.com'], '_qwp-nrfgln0@mail.com']","[[], None]","[[], None]",False,"[['47.405.503/7501-60'], '47.405.503/7501-60']",False,"[[], None]","[[], None]","[[], None]","[[], None]"
556,"[['Paulo Costa'], 'Paulo Costa']","[['7.qibyjs88@dominio.org'], '7.qibyjs88@dominio.org']","[['(85) 90251-5716'], '(85) 90251-5716']","[[], None]",False,"[['88.888.888/8888-88'], '88.888.888/8888-88']",False,"[[], None]","[[('3', '12', '2012')], '3/12/2012']","[['R$ 4.571,97'], 'R$ 4.571,97']","[['https://conato.me/c2een/mweq1px/3zx8r'], 'https://conato.me/c2een/mweq1px/3zx8r']"
557,"[['V  inícius osta'], 'V  inícius osta']","[[], None]","[['(98) 92257-7983'], '(98) 92257-7983']","[[], None]",False,"[['88.202.446/9439-66'], '88.202.446/9439-66']",True,"[[], None]","[[('4', '04', '1992')], '4/04/1992']","[['R$4314.51'], 'R$4314.51']","[['http://site.org/y6kiz3l'], 'http://site.org/y6kiz3l']"
558,"[['João  Pereira'], 'João  Pereira']","[['2g6q@outlook.com'], '2g6q@outlook.com']","[['(81) 99603-8347'], '(81) 99603-8347']","[['799.229.108-53'], '799.229.108-53']",True,"[['85.859.919/2892-44'], '85.859.919/2892-44']",True,"[[], None]","[[('28', '12', '2002')], '28/12/2002']","[['R$ 3222,17'], 'R$ 3222,17']","[['https://exemìplo.com/puc/a58zgq'], 'https://exemìplo.com/puc/a58zgq']"
559,"[['Talita Silva'], 'Talita Silva']","[['tvnmh4t@gmail.com'], 'tvnmh4t@gmail.com']","[[], None]","[[], None]",False,"[['17.913.678/9553-82'], '17.913.678/9553-82']",False,"[[], None]","[[('08', '02', '2002')], '08/02/2002']","[['3,133.11'], '3,133.11']","[['https://exemplo.com/ssnrlfhk'], 'https://exemplo.com/ssnrlfhk']"
560,"[['Carlos Ribeiro'], 'Carlos Ribeiro']","[['-t0g2@mail.com'], '-t0g2@mail.com']","[[], None]","[['637.801.871-59'], '637.801.871-59']",True,"[['00.634.096/1299-26'], '00.634.096/1299-26']",False,"[[], None]","[[('9', '04', '2025')], '9/04/2025']","[[], None]","[['http://site.org/3xwkm/pnu/glo'], 'http://site.org/3xwkm/pnu/glo']"
561,"[['C  arlos Azevedo'], 'C  arlos Azevedo']","[['ewi-wd0pvth@gmail.com'], 'ewi-wd0pvth@gmail.com']","[[], None]","[['678.530.445-85'], '678.530.445-85']",True,"[[], None]",False,"[[], None]","[[('7', '12', '2014')], '7/12/2014']","[[], None]","[['https://contato.me/je3r/xxzn7jx/ck72zf'], 'https://contato.me/je3r/xxzn7jx/ck72zf']"
562,"[['Sérgio Ribeiro'], 'Sérgio Ribeiro']","[[], None]","[[], None]","[[], None]",False,"[['97.868.042/8878-00'], '97.868.042/8878-00']",True,"[[], None]","[[('18', '11', '2007')], '18/11/2007']","[['R$3066.48'], 'R$3066.48']","[['https://exemplo.com/51wvv'], 'https://exemplo.com/51wvv']"
563,"[['e  João Moura'], 'e  João Moura']","[[], None]","[[], None]","[['984.363.346-13'], '984.363.346-13']",False,"[['58.879.340/4869-39'], '58.879.340/4869-39']",True,"[[], None]","[[], None]","[['R$ 6885,72'], 'R$ 6885,72']","[['https://emprea.com.br/kf420rz/bv5tka'], 'https://emprea.com.br/kf420rz/bv5tka']"
564,"[['J  oã Silva'], 'J  oã Silva']","[['hsu.6t7r4f@dominio.org'], 'hsu.6t7r4f@dominio.org']","[['(92) 9173-7591'], '(92) 9173-7591']","[['936.175.682-62'], '936.175.682-62']",True,"[['81.415.501/4570-09'], '81.415.501/4570-09']",True,"[[], None]","[[('26', '01', '2020')], '26/01/2020']","[['4641.59'], '4641.59']","[[], None]"
565,"[['Talita Moura'], 'Talita Moura']","[['h2c6.u5@outlook.com'], 'h2c6.u5@outlook.com']","[['(21) 99299-3386'], '(21) 99299-3386']","[[], None]",False,"[[], None]",False,"[['45872-363'], '45872-363']","[[], None]","[[], None]","[['https://exemplo.com/egqx5xx7/o8087b/d3tug'], 'https://exemplo.com/egqx5xx7/o8087b/d3tug']"
566,"[['João Rodrviigue'], 'João Rodrviigue']","[['mmiib0lr9b3k@dominio.org'], 'mmiib0lr9b3k@dominio.org']","[['(92) 9450-3350'], '(92) 9450-3350']","[['586.932.887-02'], '586.932.887-02']",False,"[['34.205.024/0905-05'], '34.205.024/0905-05']",True,"[['26925-261'], '26925-261']","[[], None]","[[], None]","[[], None]"
567,"[['Carlos Rodrigues'], 'Carlos Rodrigues']","[['ivr6jua8x@gmail.com'], 'ivr6jua8x@gmail.com']","[[], None]","[['115.494.750-53'], '115.494.750-53']",True,"[['53.425.422/8803-88'], '53.425.422/8803-88']",True,"[['87335-201'], '87335-201']","[[('13', '09', '2017')], '13/09/2017']","[['R$ 3.64'], 'R$ 3.64']","[['http://data.ufcq.br/21mck71'], 'http://data.ufcq.br/21mck71']"
568,"[['Yasmin Carvalho'], 'Yasmin Carvalho']","[['gjqbgs5@dominio.org'], 'gjqbgs5@dominio.org']","[[], None]","[['648.461.591-83'], '648.461.591-83']",True,"[[], None]",False,"[[], None]","[[], None]","[['178.34'], '178.34']","[['https://contatome/ylu'], 'https://contatome/ylu']"
569,"[['R  afaela Azevedo'], 'R  afaela Azevedo']","[['+hzzugg.fs@mail.co'], '+hzzugg.fs@mail.co']","[['(92) 7372-0416'], '(92) 7372-0416']","[['032.312.489-57'], '032.312.489-57']",True,"[[], None]",False,"[[], None]","[[('28', '12', '2001')], '28/12/2001']","[[' 250,71'], ' 250,71']","[['http://data.ufc.br/bz5a75'], 'http://data.ufc.br/bz5a75']"
570,"[['Igor Silva'], 'Igor Silva']","[['9_5t7j83u8n@gmail.com3'], '9_5t7j83u8n@gmail.com3']","[[], None]","[[], None]",False,"[[], None]",False,"[['61133-628'], '61133-628']","[[('25', '07', '2016')], '25/07/2016']","[[], None]","[['http://data.ufc.br/x80'], 'http://data.ufc.br/x80']"
571,"[['Carlos Barbosa'], 'Carlos Barbosa']","[['r4or@gmail.com'], 'r4or@gmail.com']","[['(71) 96438-9415'], '(71) 96438-9415']","[['722.089.580-12'], '722.089.580-12']",True,"[[], None]",False,"[['35982-029'], '35982-029']","[[], None]","[['R$ 1.316,27'], 'R$ 1.316,27']","[['http://data.ufc.br/33q5/kpsn1z'], 'http://data.ufc.br/33q5/kpsn1z']"
572,"[['e  atriz Limma'], 'e  atriz Limma']","[['3e0y_@ufc.br'], '3e0y_@ufc.br']","[['6486-7143'], '6486-7143']","[['410.556.724-19'], '410.556.724-19']",True,"[[], None]",False,"[['48893675'], '48893675']","[[], None]","[[], None]","[['https://exemplo.com/adjxg7/k9hhzcku/pqse'], 'https://exemplo.com/adjxg7/k9hhzcku/pqse']"
573,"[['Gùabriel Azzeved'], 'Gùabriel Azzeved']","[[], None]","[['4573-4854'], '4573-4854']","[['085.643.206-73'], '085.643.206-73']",True,"[[], None]",False,"[[], None]","[[('3', '11', '2025')], '3/11/2025']","[[], None]","[[], None]"
574,"[['Fernannda Almeida'], 'Fernannda Almeida']","[['fzlsi@ufc.br'], 'fzlsi@ufc.br']","[[], None]","[['553.870.979-58'], '553.870.979-58']",True,"[[], None]",False,"[[], None]","[[], None]","[[], None]","[['http://data.ufc.br/gce1/2b1'], 'http://data.ufc.br/gce1/2b1']"
575,"[['Anna ibeiro'], 'Anna ibeiro']","[['ypif9l2ba@outlook.o3m'], 'ypif9l2ba@outlook.o3m']","[['(51) 93989-8525'], '(51) 93989-8525']","[[], None]",False,"[[], None]",False,"[['80496-252'], '80496-252']","[[('24', '12', '2024')], '24/12/2024']","[[' 47006.60'], ' 47006.60']","[[], None]"
576,"[['E  duardo Lima'], 'E  duardo Lima']","[['ecdm0y1a1nj9@gmal2.com'], 'ecdm0y1a1nj9@gmal2.com']","[[], None]","[['988.159.456-10'], '988.159.456-10']",True,"[['69.559.915/2427-35'], '69.559.915/2427-35']",True,"[['16623-003'], '16623-003']","[[('7', '09', '2015')], '7/09/2015']","[['R$ 2660.26'], 'R$ 2660.26']","[[], None]"
577,"[['Fernanda Rodrgues'], 'Fernanda Rodrgues']","[[], None]","[[], None]","[['436.886.914-15'], '436.886.914-15']",True,"[['66.666.666/6666-66'], '66.666.666/6666-66']",False,"[[], None]","[[], None]","[[], None]","[[], None]"
578,"[['G  abriel Souza'], 'G  abriel Souza']","[['55gj95wnns6@example.c'], '55gj95wnns6@example.c']","[['(51) 96922-9625'], '(51) 96922-9625']","[['801.360.494-27'], '801.360.494-27']",True,"[[], None]",False,"[['47072176'], '47072176']","[[], None]","[['1,244.08'], '1,244.08']","[[], None]"
579,"[['B  eatriz Gomes'], 'B  eatriz Gomes']","[['35usxb@domini3o.org'], '35usxb@domini3o.org']","[[], None]","[['568.680.477-03'], '568.680.477-03']",True,"[['90.013.885/9787-68'], '90.013.885/9787-68']",True,"[[], None]","[[('16', '06', '2020')], '16/06/2020']","[[' 1692.24'], ' 1692.24']","[[], None]"
580,"[['Talita Caralho'], 'Talita Caralho']","[[], None]","[[], None]","[['892.662.936-87'], '892.662.936-87']",True,"[['56.002.295/7034-93'], '56.002.295/7034-93']",False,"[[], None]","[[], None]","[['59.81'], '59.81']","[['http://site.org/ps523q/wt1'], 'http://site.org/ps523q/wt1']"
581,"[['Yasmin Barbosa'], 'Yasmin Barbosa']","[[], None]","[['(11) 91660-8989'], '(11) 91660-8989']","[['516.388.832-38'], '516.388.832-38']",True,"[['71.057.549/8111-34'], '71.057.549/8111-34']",True,"[[], None]","[[('12', '06', '2001')], '12/06/2001']","[['R$ 3.926,77'], 'R$ 3.926,77']","[['https://exemplo.com/bmmv1/dd3cvun'], 'https://exemplo.com/bmmv1/dd3cvun']"
582,"[['Carloos Souza'], 'Carloos Souza']","[['me3p12jpfdhb@ufc.br'], 'me3p12jpfdhb@ufc.br']","[['(81) 5772-6195'], '(81) 5772-6195']","[[], None]",False,"[['08.163.481/1050-08'], '08.163.481/1050-08']",True,"[['43612-735'], '43612-735']","[[], None]","[['099.08'], '099.08']","[['http://site.rg/j7a6/2ykny/pf0g'], 'http://site.rg/j7a6/2ykny/pf0g']"
583,"[['ViníciusLima'], 'ViníciusLima']","[[], None]","[['(86) 96110-4476'], '(86) 96110-4476']","[[], None]",False,"[['70.995.210/4605-77'], '70.995.210/4605-77']",True,"[[], None]","[[('18', '08', '2018')], '18/08/2018']","[['R$ 4.31'], 'R$ 4.31']","[[], None]"
